"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"1012_P"	"1033_P"	"1058_P"	"1014_P"	"1035_P"	"1056_P"	"1016_P"	"1037_P"	"1018_P"	"1039_P"	"1050_P"	"1054_P"	"1010_P"	"1031_P"	"1052_P"	"1023_P"	"1046_P"	"1002_P"	"1044_P"	"1067_P"	"1004_P"	"1027_P"	"1006_P"	"1029_P"	"1048_P"	"1061_P"	"1042_P"	"1065_P"	"1021_P"	"1040_P"	"1019_P"	"1011_P"	"1034_P"	"1057_P"	"1013_P"	"1036_P"	"1055_P"	"1038_P"	"1017_P"	"1059_P"	"1030_P"	"1053_P"	"1032_P"	"1051_P"	"1009_P"	"1001_P"	"1068_P"	"1003_P"	"1024_P"	"1045_P"	"1066_P"	"1005_P"	"1026_P"	"1007_P"	"1049_P"	"1060_P"	"1043_P"	"1064_P"	"1020_P"	"1041_P"	"1062_P"
"ID_1019_OP"	""	""	""	"1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphonocholine | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Probable phospholipid-transporting ATPase ID | 1-hexadecyl-2-(9Z |12Z-octadecadienoyl)-sn-glycero-3-phosphocholine | 1-hexadecyl-2-(5Z |8Z |11Z |14Z |17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine | 2-O-(5 |8 |11 |14 |17-Eicosapentaenoyl)-1-O-hexadecylglycero-3-phosphocholine | 1-eicosyl-2-(9Z |12Z-heptadecadienoyl)-glycero-3-phosphoethanolamine | 1-(6Z |9Z |12Z |15Z-octadecatetraenoyl)-2-(1Z-octadecenyl)-sn-glycero-3-phosphocholine | 1-(9Z |12Z |15Z-octadecatrienoyl)-2-(1Z |9Z-octadecadienyl)-sn-glycero-3-phosphocholine | 1-(9Z |12Z |15Z-octadecatrienoyl)-2-(1Z |11Z-octadecadienyl)-sn-glycero-3-phosphocholine | 1-(11Z-octadecenoyl)-2-(1Z-hexadecenyl)-sn-glycero-3-phosphocholine | 1-(6Z |9Z |12Z-octadecatrienoyl)-2-(1Z |11Z-octadecadienyl)-sn-glycero-3-phosphocholine | 1-(6Z |9Z |12Z-octadecatrienoyl)-2-(1Z |9Z-octadecadienyl)-sn-glycero-3-phosphocholine | 1-(9Z-hexadecenoyl)-2-(1Z-octadecenyl)-sn-glycero-3-phosphocholine | 1-hexadecanoyl-2-(1Z |11Z-octadecadienyl)-sn-glycero-3-phosphocholine | 1-hexadecanoyl-2-(1Z |9Z-octadecadienyl)-sn-glycero-3-phosphocholine | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | 1-(1Z-hexadecenyl)-2-(5Z |8Z |11Z |14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine | 1-(1Z-eicosenyl)-2-(9Z-tetradecenoyl)-glycero-3-phosphocholine | 1-(1Z-octadecenyl)-2-(6Z |9Z |12Z |15Z-octadecatetraenoyl)-glycero-3-phosphocholine | 1-(1Z-octadecenyl)-2-(9Z-hexadecenoyl)-glycero-3-phosphocholine | 1-(1Z-hexadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | 1-(1Z |9Z-octadecadienyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine | 1-(1Z |11Z-octadecadienyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine | 1-(9Z-hexadecenyl)-2-(8Z |11Z |14Z |17Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine | 1-(1Z-hexadecenyl)-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine | Uteroglobin | Uteroglobin | 1-(1Z-octadecenyl)-2-(9Z-nonadecenoyl)-glycero-3-phosphoethanolamine | 1-(1Z-eicosenyl)-2-(9Z-heptadecenoyl)-glycero-3-phosphoethanolamine"	"766.5714278"	""	"M+Na | M+H | M+H | M+Na | M+Na | M+Na | M+H | M+H | M+H | M+Na | M+Na | M+H | M+H | M+Na | M+H | M+Na | M+H | M+H | M+Na | M+H | M+H | M+H | M+Na | M+H | M+H | M+Na | M+Na | M+Na | M+H | M+H | M+H | M+H | M+H | M+H | M+Na | M+H | M+Na | M+Na | M+H | M+H | M+Na | M+Na | M+Na | M+Na | M+Na | M+H | M+Na | M+Na | M+Na | M+Na | M+Na"	"1"	"986.2488926"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	"3"	""	""	""	""	""	""	"1244869.25"	"367888.1875"	"799532.25"	"1827146.25"	"823308.9375"	"1046586"	"608836.625"	"664244.3125"	"877172.875"	"641860.9375"	"546000.8125"	"1006464.813"	"496997.9063"	"778047.5"	"1027943.875"	"999935.875"	"633443.0625"	"682093.25"	"630829.8125"	"1029688.5"	"1279031.625"	"991041.875"	"1909360"	"1478229.625"	"638380.9375"	"644127.8125"	"673328.4375"	"704034.875"	"1208670.125"	"629542.0625"	"321942.125"	"388455.5313"	"962259.25"	"946428.6875"	"763344.125"	"792780.125"	"1195273.375"	"927280"	"413399.2813"	"537346.25"	"428903.7188"	"730264.6875"	"1372889.5"	"1170447.5"	"807143.3125"	"931867.875"	"921743.625"	"1045664.75"	"1017247.688"	"680413.4375"	"617044.9375"	"954656.4375"	"482750.6875"	"533430.375"	"497786.5938"	"695351.0625"	"459797.8438"	"1004500.875"	"781698.25"	"837273.125"	"823692.375"
"ID_10277_OP"	""	""	""	""	"367.3163952"	""	""	"1"	"835.8293245"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"39948.07031"	"73392.00781"	"13657.26367"	"36667.41406"	"111078.3203"	"46224.66406"	"35095.53516"	"83424.60156"	"41444.90234"	"48641.90625"	"21039.26563"	"44687.23828"	"34619.14453"	"42937.77344"	"25519.78906"	"25036.5918"	"18208.84375"	"46288.70703"	"45236.67969"	"54664.74609"	"61885.36328"	"34141.42969"	"50909.74609"	"62058.61328"	"14573.8418"	"18952.84375"	"16426.58203"	"21102.58008"	"24212.53125"	"34492.07031"	"107989.0234"	"104843.8125"	"18990.5625"	"37857.54688"	"41309.42969"	"30229.54688"	"48438.48047"	"135326.9219"	"80724.32813"	"19437.99609"	"35421.73047"	"27247.20508"	"28133.0293"	"120067.0938"	"33411.75"	"53612.58203"	"20291.14453"	"50356.58594"	"24391.64453"	"23323.82227"	"36984.38672"	"37050.08594"	"39249.99609"	"35391.53125"	"46240.88281"	"8966.563477"	"31595.32617"	"36210.28516"	"24484.54688"	"27011.05859"	"42581.49609"
"ID_103_OP"	""	""	""	"1-(11Z-docosenoyl)-2-tetradecanoyl-glycero-3-phosphocholine | 1-(5Z |8Z |11Z |14Z-eicosatetraenoyl)-2-heneicosanoyl-glycero-3-phosphoethanolamine | 1-heneicosanoyl-2-(9Z-octadecenoyl)-glycero-3-phosphoethanolamine | 1-(9Z-nonadecenoyl)-2-eicosanoyl-glycero-3-phosphoethanolamine | 1-(11Z-eicosenoyl)-2-nonadecanoyl-glycero-3-phosphoethanolamine | 1-eicosanoyl-2-(9Z-nonadecenoyl)-glycero-3-phosphoethanolamine | 1-nonadecanoyl-2-(7Z |10Z |13Z |16Z-docosatetraenoyl)-glycero-3-phosphoethanolamine | 1-nonadecanoyl-2-(11Z-eicosenoyl)-glycero-3-phosphoethanolamine | 1-(9Z-octadecenoyl)-2-heneicosanoyl-glycero-3-phosphoethanolamine | 1-heptadecanoyl-2-(11Z-docosenoyl)-glycero-3-phosphoethanolamine | 1-(9Z-heptadecenoyl)-2-docosanoyl-glycero-3-phosphoethanolamine | 1-(11Z-octadecenoyl)-2-(5Z |8Z |11Z-eicosatrienoyl)-sn-glycero-3-phosphocholine | 1-(11Z-octadecenoyl)-2-(8Z |11Z |14Z-eicosatrienoyl)-sn-glycero-3-phosphocholine | 1-(5Z |8Z |11Z-eicosatrienoyl)-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine | 1-(5Z |8Z |11Z-eicosatrienoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine | 1-(13Z-docosenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine | 1-(8Z |11Z |14Z-eicosatrienoyl)-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine | 1-(7Z |10Z |13Z |16Z-docosatetraenoyl)-2-hexadecanoyl-glycero-3-phosphocholine | 1-tetradecanoyl-2-(13Z-docosenoyl)-sn-glycero-3-phosphocholine | 1-octadecanoyl-2-(8Z |11Z |14Z |17Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine | 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine | 1-docosanoyl-2-(9Z-heptadecenoyl)-glycero-3-phosphoethanolamine | 1-heneicosanoyl-2-(5Z |8Z |11Z |14Z-eicosatetraenoyl)-glycero-3-phosphoethanolamine | 1-(11Z-docosenoyl)-2-heptadecanoyl-glycero-3-phosphoethanolamine | 1-(7Z |10Z |13Z |16Z-docosatetraenoyl)-2-nonadecanoyl-glycero-3-phosphoethanolamine | 1-(9Z-hexadecenoyl)-2-eicosanoyl-glycero-3-phosphocholine | 1-hexadecanoyl-2-(11Z-eicosenoyl)-glycero-3-phosphocholine | 1-(9Z-pentadecenoyl)-2-heneicosanoyl-glycero-3-phosphocholine | 1-(9Z-tetradecenoyl)-2-docosanoyl-glycero-3-phosphocholine | 1-heptadecanoyl-2-(9Z-nonadecenoyl)-glycero-3-phosphocholine | 1-(9Z-heptadecenoyl)-2-nonadecanoyl-glycero-3-phosphocholine | 1-tetradecanoyl-2-(11Z-docosenoyl)-glycero-3-phosphocholine | 1-(11Z-eicosenoyl)-2-(9Z |12Z |15Z-octadecatrienoyl)-glycero-3-phosphocholine | 1-(11Z |14Z-eicosadienoyl)-2-(9Z |12Z-octadecadienoyl)-glycero-3-phosphocholine | 1-(11Z-eicosenoyl)-2-hexadecanoyl-glycero-3-phosphocholine | 1-(11Z-eicosenoyl)-2-(6Z |9Z |12Z-octadecatrienoyl)-glycero-3-phosphocholine | 1-(8Z |11Z |14Z-eicosatrienoyl)-2-(9Z-octadecenoyl)-glycero-3-phosphocholine | 1-heneicosanoyl-2-(9Z-pentadecenoyl)-glycero-3-phosphocholine | 1-(5Z |8Z |11Z |14Z-eicosatetraenoyl)-2-octadecanoyl-glycero-3-phosphocholine | 1-docosanoyl-2-(9Z-tetradecenoyl)-glycero-3-phosphocholine | 85 kDa calcium-independent phospholipase A2 | 1-(9Z-octadecenoyl)-2-(8Z |11Z |14Z-eicosatrienoyl)-glycero-3-phosphocholine | 1-(9Z |12Z-octadecadienoyl)-2-(11Z |14Z-eicosadienoyl)-glycero-3-phosphocholine | 1-(6Z |9Z |12Z-octadecatrienoyl)-2-(11Z-eicosenoyl)-glycero-3-phosphocholine | 1-(9Z |12Z |15Z-octadecatrienoyl)-2-(11Z-eicosenoyl)-glycero-3-phosphocholine | 1-nonadecanoyl-2-(9Z-heptadecenoyl)-glycero-3-phosphocholine | 1-(6Z |9Z |12Z |15Z-octadecatetraenoyl)-2-eicosanoyl-glycero-3-phosphocholine | 1-(9Z-nonadecenoyl)-2-heptadecanoyl-glycero-3-phosphocholine | 1-eicosanoyl-2-(9Z-hexadecenoyl)-glycero-3-phosphocholine | 1-eicosanoyl-2-(6Z |9Z |12Z |15Z-octadecatetraenoyl)-glycero-3-phosphocholine | Phospholipase D1 variant | 1-hexadecanoyl-2-(7Z |10Z |13Z |16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine | 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine | 1-octadecanoyl-2-(16Z-octadecenoyl)-sn-glycero-3-phosphocholine | 1-octadecanoyl-2-(13Z-octadecenoyl)-sn-glycero-3-phosphocholine | 1-octadecanoyl-2-(7Z-octadecenoyl)-sn-glycero-3-phosphocholine | 1-octadecanoyl-2-(9E-octadecenoyl)-sn-glycero-3-phosphocholine | 1-octadecanoyl-2-(6Z-octadecenoyl)-sn-glycero-3-phosphocholine | 1-octadecanoyl-2-(12Z-octadecenoyl)-sn-glycero-3-phosphocholine | 1-octadecanoyl-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine | 1-octadecanoyl-2-(8Z |10Z |12Z |14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine | 1-octadecanoyl-2-(5Z |8Z |11Z |14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine | 1-(11Z-octadecenoyl)-2-octadecanoyl-sn-glycero-3-phosphocholine | 1-(9Z-octadecenoyl)-2-octadecanoyl-sn-glycero-3-phosphocholine | 1-(9Z-octadecenoyl)-2-(5Z |8Z |11Z-eicosatrienoyl)-sn-glycero-3-phosphocholine | 1-18:0-2-18:1-phosphatidylcholine | 1-20:2-2-18:2-phosphatidylcholine | 1-20:1-2-18:3-phosphatidylcholine | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | Group XV phospholipase A2 | Uteroglobin | Uteroglobin | Group XV phospholipase A2"	"810.5975887"	""	"M+Na | M+H | M+Na | M+Na | M+Na | M+Na | M+H | M+Na | M+Na | M+Na | M+Na | M+H | M+H | M+H | M+H | M+Na | M+H | M+H | M+Na | M+H | M+Na | M+Na | M+H | M+Na | M+H | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+H | M+H | M+Na | M+H | M+H | M+Na | M+H | M+Na | M+Na | M+H | M+H | M+H | M+H | M+Na | M+H | M+Na | M+Na | M+H | M+Na | M+H | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+H | M+H | M+Na | M+Na | M+H | M+Na | M+H | M+H | M+Na | M+H | M+H | M+H | M+Na | M+H | M+H | M+H | M+H | M+H | M+H | M+H | M+Na | M+H | M+Na | M+H | M+H | M+H | M+H | M+Na | M+H | M+H | M+Na | M+Na | M+H | M+H | M+Na | M+H | M+H | M+Na | M+Na | M+Na | M+H | M+Na"	"1"	"1014.654989"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	"3"	""	""	""	""	""	""	"6674737.5"	"2809124"	"7189083.5"	"8758295"	"5303775.5"	"2267070"	"2852086.25"	"6885782"	"3336690.75"	"4520744.5"	"5635835"	"3578376.5"	"4827698.5"	"3699572.75"	"5209810"	"5687265"	"2551823.75"	"7899479.5"	"3555794"	"7627777"	"1.07E7"	"4622638"	"1.08E7"	"6776803"	"4034815"	"3523191.5"	"3017222.75"	"6279969"	"7729050.5"	"2470843.25"	"4157941.75"	"3065550.25"	"3054327.25"	"8703479"	"2699384.75"	"3519540.75"	"4051650.25"	"4971771"	"1276341.75"	"3312969.5"	"1614392"	"5140062.5"	"2667564.25"	"2309014.75"	"3320949.75"	"4106151"	"6482748.5"	"4268004.5"	"4671494"	"5556541"	"7550849"	"4699204.5"	"2699033"	"5063343"	"4326796.5"	"3365808.5"	"2265286.25"	"4461447"	"4775418"	"7179317"	"4593431.5"
"ID_10318_OP"	""	""	""	""	"533.2329806"	""	""	"1"	"618.3843278"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"24270.26367"	"58266.23047"	"68188.57031"	"7135.9375"	"28442.08594"	"5538.728516"	"15444.35742"	"15409.2207"	"8748.43457"	"21783.61914"	""	"12448.84375"	"6006.650879"	"7617.990234"	"7554.820313"	"8035.250977"	""	"12636.35938"	"4680.925781"	"21922.85547"	"18862.48828"	"7783.141602"	"5677.973145"	""	"11528.75586"	"7087.405762"	""	"9676.753906"	""	"7591.804199"	""	"5718.477051"	"11339.88477"	"12838.03809"	"24748.26367"	"10556.8584"	""	"13559.66406"	""	"10279.90723"	""	"13838.46875"	"10173.72559"	""	"8507.006836"	"8586.295898"	"14996.58887"	"14152.37305"	"58825.39063"	"8139.351563"	"50310.125"	""	"16258.19043"	"182298.1719"	"5923.817383"	"20564.75586"	"13491.20117"	"15962.32129"	""	"9401.350586"	""
"ID_10337_OP"	""	""	""	""	"188.1743948"	""	""	"1"	"45.85682301"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"18918.32813"	"27336.26172"	""	"26319.89258"	"20273.56836"	""	"13177.43359"	"43637.59375"	""	"40073.51563"	"144371.0781"	"22686.67188"	"13767.88477"	"18510.87109"	"14483.30371"	"37186.48047"	""	"21083.40625"	""	"13743.78906"	"14422.7168"	""	"27841.88086"	"187412.1406"	"16294.41504"	"13776.33984"	"21686.61914"	""	"27294.58398"	"20658.94141"	"16764.41211"	"42724.42578"	"26110.4082"	""	"29894.33594"	"42840.36328"	"13253.39453"	"166799.0938"	"14845.75098"	""	"22668.05273"	"20173.39063"	"53079.38672"	"18418.86133"	"16329.61328"	"48842.38672"	"14426.20313"	"34016.28906"	"29333.57617"	"19178.24609"	""	"19758.52539"	"25010.29102"	""	"47556.25"	"19364.23242"	"97871.21875"	"14528.125"	"21462.67578"	"18467.14453"	"24118.13281"
"ID_10357_OP"	""	""	""	"Cysteinyl leukotriene receptor 1 | troglitazone"	"459.1947043"	""	"M+HCOOH+H | M+NH4"	"1"	"80.26398754"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	"3"	""	""	""	""	""	""	"112168.8203"	"113361.7891"	"103871.6641"	""	"214511.7188"	""	"115993.625"	"110989.1797"	""	"208362.2031"	""	"101332.2031"	""	""	""	"128250.1719"	"143006.4063"	"129039.8906"	"141160.875"	""	""	""	""	""	"118344.7031"	"95022.45313"	""	""	""	""	"123709.1953"	""	"185226.75"	"123765.625"	"488900.6875"	"110328.0859"	""	"127888.4219"	""	"184266.9531"	"137744.4844"	""	"3451681.25"	"116394.9766"	""	""	""	""	"332290.6563"	""	""	"150891.2813"	""	""	"221023.8906"	"98377.75"	"5077610"	"90441.5625"	"122306.4375"	"183165.9375"	"96208.57031"
"ID_10384_OP"	""	""	""	""	"641.5081113"	""	""	"1"	"1034.576584"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"108700.3516"	"120548.5781"	"89211.88281"	"135717.2969"	"76405.40625"	"62915.87891"	"71484.67188"	"116319.7266"	"113739.4844"	"174714.6719"	"67109.29688"	"87051.11719"	"161622.0781"	"122564.2344"	"80511.54688"	"69638.38281"	"65891.30469"	"109118.3438"	"98192.49219"	"117192.9453"	"173772.1563"	"81931.125"	"137161.5625"	"71274.40625"	"110723.4375"	"80743.04688"	"73734.13281"	"87300.11719"	"109150.0391"	"79800.02344"	"134370.4844"	"75612.3125"	"80872.78125"	"119148.3203"	"88400.21875"	"103195.7031"	"99491.30469"	"123582.6172"	"44056.02734"	"81113.50781"	"82522.44531"	"87502.02344"	"103875.6172"	"61993.14453"	"103958.8828"	"51397.88281"	"163497.1406"	"100119.4531"	"106924.375"	"91246.75781"	"88312.20313"	"52593.24609"	"107107.1641"	"87168.58594"	"112088.9141"	"71713.38281"	"54972.94531"	"101471.1641"	"74077.50781"	"113322.7891"	"87825.21875"
"ID_10503_OP"	""	""	""	""	"146.0800015"	""	""	"1"	"76.59814811"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"60567.30078"	"167244.9219"	"13508.2002"	"21936.2168"	"20970.82617"	"18225.52539"	"19284.74609"	"25285.21484"	"19536.33594"	"41981.53906"	"257311.1875"	"19348.67969"	"21186"	"17640.23828"	"15124.85645"	"19914.3125"	"18652.76758"	"21446.36719"	"15175.52441"	"17697.02539"	"24217.18555"	"25835.57031"	"22108.70508"	"133137.8906"	"15649.88672"	"18811.04102"	"16632.28711"	"15920.58008"	"23110.21289"	"19859.93164"	"26243.79297"	"43947.46094"	"31083.63086"	"16031.45898"	"45368.10547"	"18858.47461"	"14017.6377"	"32911.03906"	"19762.82227"	"14206.25879"	"22956.34961"	"19851.74805"	"64980.73828"	"18516.27734"	"26184.61914"	"29483.11719"	"20634.4707"	"18563.53516"	"263096.6875"	"16941.22461"	"17040.25977"	"33436.33203"	"174450.0313"	"21142.05273"	"186761.7656"	"21123.92773"	"197969.3906"	"18106.79688"	"50935.72266"	"15542.93945"	"21690.5625"
"ID_10523_OP"	""	""	""	""	"129.064901"	""	""	"1"	"48.50485106"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"26541.86133"	"29372.92969"	"61660.85156"	"58799.86719"	"25718.78711"	"35048.77734"	"41652.76563"	"43311.04688"	"22723.01367"	"58015.04297"	"64310.15625"	"33415.24219"	"52951.67188"	"29343.95313"	"25357.14648"	"62829.37891"	"26647.75977"	"22313.70313"	"36818.76172"	"30176.91602"	"103167.0625"	"20578.75195"	"15659.6084"	"188729.75"	"29761.78125"	"139268.1719"	"24165.36914"	"23379.92383"	"24723.71094"	"24814.71094"	"48728.25"	"24066.67188"	"62513.13672"	"51213.82031"	"29300.92188"	"29929.7832"	"32612.77539"	"35497.32813"	"41958.85547"	"53991.06641"	"22754.80664"	"25757.59375"	"137404.875"	"27448.30859"	"26184.0918"	"56507.28125"	"41043.32031"	"14148.69922"	"155581.9844"	"85387.48438"	"23864.58594"	"40989.90625"	"44177.17578"	"13693.38672"	"92626.26563"	"40364.85156"	"46495.56641"	"26559.11719"	"96949.5625"	"29999.21289"	"30088.57422"
"ID_10556_OP"	""	""	""	""	"617.5082551"	""	""	"1"	"1063.759867"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"64560.30469"	"81603.98438"	"36718.60156"	"80407.95313"	"37041.36328"	"30044.99023"	"67168.74219"	"116722.7891"	"60942.22656"	"156606.9375"	"72463.32031"	"40449.21875"	"85239.60938"	"195021.9063"	"50951.38281"	"30096.62305"	"47317.72656"	"58793.69531"	"82118.26563"	"49782.65234"	"145447.0938"	"139530.3438"	"94110.34375"	"40402.84766"	"61430.27344"	"42070.8125"	"43447.53125"	"51249.57813"	"73472.47656"	"110383.3281"	"112843.9766"	"42640.09766"	"48184.60156"	"88685.07813"	"90826.5"	"45086.28516"	"64736.10547"	"96132.25"	"31004.05469"	"44962.69531"	"82550.21094"	"47660.65625"	"46774.37109"	"31091.08594"	"47563.19531"	"38475.46875"	"102558.1875"	"63052.82813"	"51289.55078"	"42230.37109"	"73494.90625"	"54501.70313"	"49939.37109"	"60109.93359"	"55837.37891"	"34328.64063"	"27464.23047"	"58481.64453"	"44671.625"	"74432.42188"	"59188.41797"
"ID_10632_OP"	""	""	""	"8-OH-dADP"	"449.0106182"	""	"M+Na"	"1"	"42.5494797"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	"3"	""	""	""	""	""	""	"141229.7969"	"63178.21094"	"111486.3906"	"141494.375"	"105193.7344"	"102184.8672"	"90720.42969"	"97168.50781"	"92205.84375"	"75648.69531"	"107677.7031"	"86915.95313"	"113591.5234"	"108250.25"	"78107.21094"	"114744.3281"	"129333.4141"	"94886.17969"	"81569.77344"	"113826.125"	"102535.2344"	"126222.625"	"94373.60156"	"101089.1563"	"64298.35938"	"103497.4531"	"105598.1875"	"57410.09766"	"84306.14844"	"82671.53906"	"125392.0234"	"96838.36719"	"45372.82422"	"95708.83594"	"109480.1875"	"69679.96094"	"84710.27344"	"106460.4766"	"129629.4688"	"99300.94531"	"98354.64063"	"105665.3203"	"93458.5"	"86361.27344"	"129698.5469"	"108435.0938"	"58155.82422"	"83730.78125"	"92754.63281"	"50331.07422"	"71399.28125"	"108722.5078"	"80943.79688"	"130741.1172"	"73584.625"	"44109.17969"	"68324.85156"	"94175.82813"	"119293.9609"	"105951.7266"	"70998.29688"
"ID_10635_OP"	""	""	""	""	"342.2236652"	""	""	"1"	"847.7242666"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"13524.78418"	""	"7280.333496"	"17958.24414"	"5267.512695"	""	"18460.76172"	"35142.49219"	"5652.556152"	"24537.50781"	"8323.4375"	"17118.29688"	"10443.69238"	"20327.22461"	"47870.84766"	"48839.62109"	"16253.03711"	"13118.38867"	"5910.433594"	""	""	""	"43564.73047"	"99328.11719"	""	"16472.8125"	"26551.58008"	""	"11700.38672"	"19685.61719"	"22319.86133"	"18196.64648"	""	""	"21317.49023"	"4021.493408"	"11955.0127"	"20304.92383"	""	"6078.897949"	"48471.85156"	"43639.80859"	"18375.75781"	"6560.040039"	"4543.49707"	"15951.51855"	""	"5331.642578"	"4044.35376"	""	""	"68374.58594"	"13649.10547"	""	"24861.83008"	"31949.98242"	"16722.77734"	"17073.13281"	"176499.5156"	"30655.54883"	"15884.53125"
"ID_10667_OP"	""	""	""	""	"243.1325647"	""	""	"1"	"288.5174565"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"10368.68066"	"21811.89258"	""	"19039.9043"	"19664.63867"	""	"3242.00708"	"6749.532715"	"7809.699707"	"15000.07617"	"25066.375"	"6544.330078"	"15958.49512"	"5344.141113"	""	"4740.309082"	""	"16428.23633"	"6985.320801"	"4956.118164"	""	""	"19337.9375"	"176063.7031"	""	"8475.469727"	""	"11445.68945"	"13082.5498"	"5092.963379"	"26929.72656"	"43032.40625"	""	""	""	""	"17604.5625"	"18815"	"8542.354492"	"4920.261719"	""	"19141.41797"	"17691.86914"	""	""	"11014.07617"	"7114.019043"	"10261.44336"	"160077.6875"	"5070.387695"	"27955.71094"	"4872.475586"	"24233.81836"	""	"19379.51758"	"8325.301758"	"13232.43848"	"12751.71875"	"4387.296875"	"7201.98291"	"17317.13281"
